"id","partner_response_id","bid_id","audience_id","country","allocation","n_delivered","quality_rejects","final_loi","final_ir","final_timeline","final_cpi","cpi","communication","engagement","problem_solving","additional_feedback","created_at","updated_at","field_close_date","commitment","timeline_days","comments","initial_cost","final_cost","savings","communication_rating","engagement_rating","problem_solving_rating"
"337","95","279","32","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"338","95","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"339","95","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"340","95","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"341","95","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"342","95","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"343","98","279","32","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"344","98","279","32","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"345","98","279","32","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"346","98","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"347","98","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"348","98","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"349","98","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"350","98","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"351","97","279","32","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"352","97","279","32","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"353","97","279","32","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"354","97","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"355","97","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"356","97","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"357","97","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"358","97","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"359","417","283","34","United States","0","0","0",,,,,"5.70",,,,,2025-04-21T12:34:34.073Z,2025-04-21T12:38:29.705Z,,"1500","5","Targeting: Age/ gender only.","0.00","0.00","0.00",,,
"360","418","283","34","United States","0","0","0",,,,,"5.50",,,,,2025-04-21T12:34:34.073Z,2025-04-21T12:38:29.705Z,,"180","12","Targeting gen pop","0.00","0.00","0.00",,,
"361","421","283","34","United States","0","0","0",,,,,"6.56",,,,,2025-04-21T12:34:34.073Z,2025-04-21T12:38:29.705Z,,"500","5","They will target age and gender in the given specs","0.00","0.00","0.00",,,
"362","416","283","34","United States","0","0","0",,,,,"4.38",,,,,2025-04-21T12:35:52.190Z,2025-04-21T12:38:29.705Z,,"666","4","Targeting gen-pop for each segment.","0.00","0.00","0.00",,,
"363","420","283","34","United States","0","0","0",,,,,"5.00",,,,,2025-04-21T12:36:37.692Z,2025-04-21T12:38:29.705Z,,"1600","11","Targeting- Gender- M/F,Age- 18-60 YO","0.00","0.00","0.00",,,
"364","415","283","34","United States","0","0","0",,,,,"4.25",,,,,2025-04-21T12:37:13.019Z,2025-04-21T12:38:29.705Z,,"495","12","Targeting M/F & age group here for each segment.","0.00","0.00","0.00",,,
"365","419","283","34","United States","0","0","0",,,,,"7.00",,,,,2025-04-21T12:37:58.659Z,2025-04-21T12:38:29.705Z,,"1000","9","Targeting gen-pop for each segment.","0.00","0.00","0.00",,,
"3366","324","182","83","United States","0","0","0",,,,,"28.00",,,,,,,,"100","15",,,,,,,
"3367","324","182","84","United States","0","0","0",,,,,"26.00",,,,,,,,"270","15",,,,,,,
"3368","324","182","85","United States","0","0","0",,,,,"24.00",,,,,,,,"300","15",,,,,,,
"3369","324","182","86","United States","0","0","0",,,,,"23.00",,,,,,,,"370","15",,,,,,,
"3370","325","182","83","United States","0","0","0",,,,,"31.00",,,,,,,,"50","16",,,,,,,
"3371","325","182","84","United States","0","0","0",,,,,"26.00",,,,,,,,"100","16",,,,,,,
"3372","325","182","85","United States","0","0","0",,,,,"24.00",,,,,,,,"200","16",,,,,,,
"3373","325","182","86","United States","0","0","0",,,,,"22.00",,,,,,,,"250","16",,,,,,,
"3374","326","182","83","United States","0","0","0",,,,,"38.00",,,,,,,,"150","16",,,,,,,
"3375","326","182","84","United States","0","0","0",,,,,"36.00",,,,,,,,"300","16",,,,,,,
"3376","326","182","85","United States","0","0","0",,,,,"34.00",,,,,,,,"600","16",,,,,,,
"3377","326","182","86","United States","0","0","0",,,,,"33.00",,,,,,,,"900","16",,,,,,,
"3378","327","182","83","United States","0","0","0",,,,,"21.00",,,,,,,,"75","16",,,,,,,
"3379","327","182","84","United States","0","0","0",,,,,"19.50",,,,,,,,"150","16",,,,,,,
"3380","327","182","85","United States","0","0","0",,,,,"18.00",,,,,,,,"300","16",,,,,,,
"3381","327","182","86","United States","0","0","0",,,,,"17.50",,,,,,,,"450","16",,,,,,,
"3382","328","182","83","United States","0","0","0",,,,,"24.00",,,,,,,,"5","16",,,,,,,
"3383","328","182","84","United States","0","0","0",,,,,"23.00",,,,,,,,"50","16",,,,,,,
"3384","328","182","85","United States","0","0","0",,,,,"22.00",,,,,,,,"100","16",,,,,,,
"3385","328","182","86","United States","0","0","0",,,,,"21.00",,,,,,,,"150","16",,,,,,,
"3386","329","182","83","United States","0","0","0",,,,,"28.00",,,,,,,,"800","0",,,,,,,
"3387","329","182","84","United States","0","0","0",,,,,"27.00",,,,,,,,"900","0",,,,,,,
"3388","329","182","85","United States","0","0","0",,,,,"26.00",,,,,,,,"1150","0",,,,,,,
"3389","329","182","86","United States","0","0","0",,,,,"25.00",,,,,,,,"1200","0",,,,,,,
"3390","330","187","87","United States","0","0","0",,,,,"12.27",,,,,,,,"240","0",,,,,,,
"3391","330","187","87","United Kingdom","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3392","330","187","87","Canada","0","0","0",,,,,"12.27",,,,,,,,"120","0",,,,,,,
"3393","330","187","87","Germany","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3394","330","187","87","France","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3395","330","187","87","Italy","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3396","330","187","87","Spain","0","0","0",,,,,"12.27",,,,,,,,"250","0",,,,,,,
"3397","330","187","87","Netherlands","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3398","330","187","87","Sweden","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3399","330","187","87","Norway","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3400","330","187","87","Belgium","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3401","330","187","87","Switzerland","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3402","330","187","87","India","0","0","0",,,,,"12.27",,,,,,,,"200","0",,,,,,,
"3403","330","187","87","Japan","0","0","0",,,,,"12.27",,,,,,,,"70","0",,,,,,,
"3404","330","187","87","China","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3405","330","187","87","Singapore","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3406","330","187","87","Thailand","0","0","0",,,,,"12.27",,,,,,,,"40","0",,,,,,,
"3407","330","187","87","Malaysia","0","0","0",,,,,"12.27",,,,,,,,,"0",,,,,,,
"3408","330","187","87","Indonesia","0","0","0",,,,,"12.27",,,,,,,,"80","0",,,,,,,
"3409","330","187","87","Brazil","0","0","0",,,,,"12.27",,,,,,,,"120","0",,,,,,,
"3410","330","187","87","Mexico","0","0","0",,,,,"12.27",,,,,,,,"30","0",,,,,,,
"3411","330","187","88","United States","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3412","330","187","88","United Kingdom","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3413","330","187","88","Canada","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3414","330","187","88","Germany","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3415","330","187","88","France","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3416","330","187","88","Italy","0","0","0",,,,,"12.27",,,,,,,,"200","0",,,,,,,
"3417","330","187","88","Spain","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3418","330","187","88","Netherlands","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3419","330","187","88","Sweden","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3420","330","187","88","Norway","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3421","330","187","88","Belgium","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3422","330","187","88","Switzerland","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3423","330","187","88","India","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3424","330","187","88","Japan","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3425","330","187","88","China","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3426","330","187","88","Singapore","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3427","330","187","88","Thailand","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3428","330","187","88","Malaysia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3429","330","187","88","Indonesia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3430","330","187","88","Brazil","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3431","330","187","88","Mexico","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3432","330","187","89","United States","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3433","330","187","89","United Kingdom","0","0","0",,,,,"10.31",,,,,,,,"200","0",,,,,,,
"3434","330","187","89","Canada","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3435","330","187","89","Germany","0","0","0",,,,,"10.31",,,,,,,,"150","0",,,,,,,
"3436","330","187","89","France","0","0","0",,,,,"10.31",,,,,,,,"150","0",,,,,,,
"3437","330","187","89","Italy","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3438","330","187","89","Spain","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3439","330","187","89","Netherlands","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3440","330","187","89","Sweden","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3441","330","187","89","Norway","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3442","330","187","89","Belgium","0","0","0",,,,,"10.31",,,,,,,,"120","0",,,,,,,
"3443","330","187","89","Switzerland","0","0","0",,,,,"10.31",,,,,,,,,"0",,,,,,,
"3444","330","187","89","India","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3445","330","187","89","Japan","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3446","330","187","89","China","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3447","330","187","89","Singapore","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3448","330","187","89","Thailand","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3449","330","187","89","Malaysia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3450","330","187","89","Indonesia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3451","330","187","89","Brazil","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3452","330","187","89","Mexico","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3453","330","187","90","United States","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3454","330","187","90","United Kingdom","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3455","330","187","90","Canada","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3456","330","187","90","Germany","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3457","330","187","90","France","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3458","330","187","90","Italy","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3459","330","187","90","Spain","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3460","330","187","90","Netherlands","0","0","0",,,,,"8.48",,,,,,,,"250","0",,,,,,,
"3461","330","187","90","Sweden","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3462","330","187","90","Norway","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3463","330","187","90","Belgium","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3464","330","187","90","Switzerland","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3465","330","187","90","India","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3466","330","187","90","Japan","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3467","330","187","90","China","0","0","0",,,,,"8.48",,,,,,,,"50","0",,,,,,,
"3468","330","187","90","Singapore","0","0","0",,,,,"8.48",,,,,,,,"20","0",,,,,,,
"3469","330","187","90","Thailand","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3470","330","187","90","Malaysia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3471","330","187","90","Indonesia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3472","330","187","90","Brazil","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3473","330","187","90","Mexico","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3474","330","187","91","United States","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3475","330","187","91","United Kingdom","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3476","330","187","91","Canada","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3477","330","187","91","Germany","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3478","330","187","91","France","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3479","330","187","91","Italy","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3480","330","187","91","Spain","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3481","330","187","91","Netherlands","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3482","330","187","91","Sweden","0","0","0",,,,,"6.31",,,,,,,,"120","0",,,,,,,
"3483","330","187","91","Norway","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3484","330","187","91","Belgium","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3485","330","187","91","Switzerland","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3486","330","187","91","India","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3487","330","187","91","Japan","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3488","330","187","91","China","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3489","330","187","91","Singapore","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3490","330","187","91","Thailand","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3491","330","187","91","Malaysia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3492","330","187","91","Indonesia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3493","330","187","91","Brazil","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3494","330","187","91","Mexico","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3495","330","187","92","United States","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3496","330","187","92","United Kingdom","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3497","330","187","92","Canada","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3498","330","187","92","Germany","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3499","330","187","92","France","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3500","330","187","92","Italy","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3501","330","187","92","Spain","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3502","330","187","92","Netherlands","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3503","330","187","92","Sweden","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3504","330","187","92","Norway","0","0","0",,,,,"3.87",,,,,,,,"120","0",,,,,,,
"3505","330","187","92","Belgium","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3506","330","187","92","Switzerland","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3507","330","187","92","India","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3508","330","187","92","Japan","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3509","330","187","92","China","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3510","330","187","92","Singapore","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3511","330","187","92","Thailand","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3512","330","187","92","Malaysia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3513","330","187","92","Indonesia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3514","330","187","92","Brazil","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3515","330","187","92","Mexico","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3516","331","187","87","United States","0","0","0",,,,,"7.00",,,,,,,,"250","0",,,,,,,
"3517","331","187","87","United Kingdom","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3518","331","187","87","Canada","0","0","0",,,,,"7.00",,,,,,,,"250","0",,,,,,,
"3519","331","187","87","Germany","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3520","331","187","87","France","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3521","331","187","87","Italy","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3522","331","187","87","Spain","0","0","0",,,,,"7.00",,,,,,,,"250","0",,,,,,,
"3523","331","187","87","Netherlands","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3524","331","187","87","Sweden","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3525","331","187","87","Norway","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3526","331","187","87","Belgium","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3527","331","187","87","Switzerland","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3528","331","187","87","India","0","0","0",,,,,"7.00",,,,,,,,"250","0",,,,,,,
"3529","331","187","87","Japan","0","0","0",,,,,"7.00",,,,,,,,"250","0",,,,,,,
"3530","331","187","87","China","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3531","331","187","87","Singapore","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3532","331","187","87","Thailand","0","0","0",,,,,"13.80",,,,,,,,"200","0",,,,,,,
"3533","331","187","87","Malaysia","0","0","0",,,,,"13.80",,,,,,,,"100","0",,,,,,,
"3534","331","187","87","Indonesia","0","0","0",,,,,"7.00",,,,,,,,"250","0",,,,,,,
"3535","331","187","87","Brazil","0","0","0",,,,,"7.00",,,,,,,,"250","0",,,,,,,
"3536","331","187","87","Mexico","0","0","0",,,,,"7.00",,,,,,,,"250","0",,,,,,,
"3537","331","187","88","United States","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3538","331","187","88","United Kingdom","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3539","331","187","88","Canada","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3540","331","187","88","Germany","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3541","331","187","88","France","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3542","331","187","88","Italy","0","0","0",,,,,"7.00",,,,,,,,"250","0",,,,,,,
"3543","331","187","88","Spain","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3544","331","187","88","Netherlands","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3545","331","187","88","Sweden","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3546","331","187","88","Norway","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3547","331","187","88","Belgium","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3548","331","187","88","Switzerland","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3549","331","187","88","India","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3550","331","187","88","Japan","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3551","331","187","88","China","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3552","331","187","88","Singapore","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3553","331","187","88","Thailand","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3554","331","187","88","Malaysia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3555","331","187","88","Indonesia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3556","331","187","88","Brazil","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3557","331","187","88","Mexico","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3558","331","187","89","United States","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3559","331","187","89","United Kingdom","0","0","0",,,,,"5.38",,,,,,,,"250","0",,,,,,,
"3560","331","187","89","Canada","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3561","331","187","89","Germany","0","0","0",,,,,"5.38",,,,,,,,"250","0",,,,,,,
"3562","331","187","89","France","0","0","0",,,,,"5.38",,,,,,,,"250","0",,,,,,,
"3563","331","187","89","Italy","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3564","331","187","89","Spain","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3565","331","187","89","Netherlands","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3566","331","187","89","Sweden","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3567","331","187","89","Norway","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3568","331","187","89","Belgium","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3569","331","187","89","Switzerland","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3570","331","187","89","India","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3571","331","187","89","Japan","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3572","331","187","89","China","0","0","0",,,,,"250.00",,,,,,,,,"0",,,,,,,
"3573","331","187","89","Singapore","0","0","0",,,,,"200.00",,,,,,,,,"0",,,,,,,
"3574","331","187","89","Thailand","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3575","331","187","89","Malaysia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3576","331","187","89","Indonesia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3577","331","187","89","Brazil","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3578","331","187","89","Mexico","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3579","331","187","90","United States","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3580","331","187","90","United Kingdom","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3581","331","187","90","Canada","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3582","331","187","90","Germany","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3583","331","187","90","France","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3584","331","187","90","Italy","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3585","331","187","90","Spain","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3586","331","187","90","Netherlands","0","0","0",,,,,"4.95",,,,,,,,"250","0",,,,,,,
"3587","331","187","90","Sweden","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3588","331","187","90","Norway","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3589","331","187","90","Belgium","0","0","0",,,,,"8.00",,,,,,,,"200","0",,,,,,,
"3590","331","187","90","Switzerland","0","0","0",,,,,"11.20",,,,,,,,"200","0",,,,,,,
"3591","331","187","90","India","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3592","331","187","90","Japan","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3593","331","187","90","China","0","0","0",,,,,,,,,,,,,"5","0",,,,,,,
"3594","331","187","90","Singapore","0","0","0",,,,,,,,,,,,,"6","0",,,,,,,
"3595","331","187","90","Thailand","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3596","331","187","90","Malaysia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3597","331","187","90","Indonesia","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3598","331","187","90","Brazil","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3599","331","187","90","Mexico","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3600","331","187","91","United States","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3601","331","187","91","United Kingdom","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3602","331","187","91","Canada","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3603","331","187","91","Germany","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3604","331","187","91","France","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3605","331","187","91","Italy","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3606","331","187","91","Spain","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3607","331","187","91","Netherlands","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3608","331","187","91","Sweden","0","0","0",,,,,"5.30",,,,,,,,"250","0",,,,,,,
"3609","331","187","91","Norway","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3610","331","187","91","Belgium","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3611","331","187","91","Switzerland","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3612","331","187","91","India","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3613","331","187","91","Japan","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3614","331","187","91","China","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3615","331","187","91","Singapore","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
"3616","331","187","91","Thailand","0","0","0",,,,,,,,,,,,,,"0",,,,,,,
